go_id	canonical_go_id	go_name	go_namespace	obsolete_status	replacement_or_consider	source_version	mapping_status
GO:0000002	GO:0000002	obsolete mitochondrial genome maintenance	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0000003	GO:0000003	obsolete reproduction	biological_process	obsolete	replaced_by:GO:0022414	releases/2026-07-26	obsolete
GO:0000275	GO:0000275	obsolete mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)	cellular_component	obsolete	replaced_by:GO:0045259	releases/2026-07-26	obsolete
GO:0000276	GO:0000276	obsolete mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	obsolete	replaced_by:GO:0045259	releases/2026-07-26	obsolete
GO:0000291	GO:0000291	obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic	biological_process	obsolete	replaced_by:GO:0000956	releases/2026-07-26	obsolete
GO:0000335	GO:0000335	obsolete negative regulation of transposition, DNA-mediated	biological_process	obsolete	consider:GO:0006313	releases/2026-07-26	obsolete
GO:0000337	GO:0000337	obsolete regulation of transposition, DNA-mediated	biological_process	obsolete	consider:GO:0006313	releases/2026-07-26	obsolete
GO:0000726	GO:0000726	obsolete non-recombinational repair	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0000733	GO:0000733	obsolete DNA strand renaturation	biological_process	obsolete	consider:GO:0036310	releases/2026-07-26	obsolete
GO:0000777	GO:0000776	kinetochore	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000780	GO:0000779	condensed chromosome, centromeric region	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000784	GO:0000781	chromosome, telomeric region	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000790	GO:0000785	chromatin	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000798	GO:0008278	cohesin complex	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000799	GO:0000796	condensin complex	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000904	GO:0000904	obsolete cell morphogenesis involved in differentiation	biological_process	obsolete	replaced_by:GO:0000902	releases/2026-07-26	obsolete
GO:0000988	GO:0000988	obsolete transcription factor activity, protein binding	molecular_function	obsolete	consider:GO:0005515;GO:0140110	releases/2026-07-26	obsolete
GO:0000989	GO:0000989	obsolete transcription factor activity, transcription factor binding	molecular_function	obsolete	consider:GO:0008134;GO:0140110	releases/2026-07-26	obsolete
GO:0001012	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001030	GO:0001002	RNA polymerase III type 1 promoter sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001031	GO:0001003	RNA polymerase III type 2 promoter sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001047	GO:0001046	core promoter sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001055	GO:0001055	obsolete RNA polymerase II activity	molecular_function	obsolete	replaced_by:GO:0003899	releases/2026-07-26	obsolete
GO:0001076	GO:0001076	obsolete transcription factor activity, RNA polymerase II transcription factor binding	molecular_function	obsolete	consider:GO:0061629;GO:0140110	releases/2026-07-26	obsolete
GO:0001078	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001102	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001135	GO:0001135	obsolete RNA polymerase II transcription regulator recruiting activity	molecular_function	obsolete	replaced_by:GO:0003712	releases/2026-07-26	obsolete
GO:0001306	GO:0001306	obsolete age-dependent response to oxidative stress	biological_process	obsolete	consider:GO:0034599	releases/2026-07-26	obsolete
GO:0001505	GO:0001505	obsolete regulation of neurotransmitter levels	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0001871	GO:0001871	obsolete pattern binding	molecular_function	obsolete		releases/2026-07-26	obsolete
GO:0003252	GO:0003252	obsolete negative regulation of cell proliferation involved in heart valve morphogenesis	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0003705	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	current		releases/2026-07-26	alternate_id
GO:0004003	GO:0003678	DNA helicase activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0004004	GO:0003724	RNA helicase activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0004012	GO:0140326	ATPase-coupled intramembrane lipid carrier activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0005088	GO:0005085	guanyl-nucleotide exchange factor activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0005089	GO:0005085	guanyl-nucleotide exchange factor activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0005548	GO:0005548	obsolete phospholipid transporter activity	molecular_function	obsolete	consider:GO:0120014;GO:0170055	releases/2026-07-26	obsolete
GO:0005615	GO:0005615	obsolete extracellular space	cellular_component	obsolete	replaced_by:GO:0005576	releases/2026-07-26	obsolete
GO:0005623	GO:0005623	obsolete cell	cellular_component	obsolete		releases/2026-07-26	obsolete
GO:0005719	GO:0000791	euchromatin	cellular_component	current		releases/2026-07-26	alternate_id
GO:0005746	GO:0005746	obsolete mitochondrial respirasome	cellular_component	obsolete	replaced_by:GO:0098803	releases/2026-07-26	obsolete
GO:0005747	GO:0005747	obsolete mitochondrial respiratory chain complex I	cellular_component	obsolete	replaced_by:GO:0045271	releases/2026-07-26	obsolete
GO:0005750	GO:0005750	obsolete mitochondrial respiratory chain complex III	cellular_component	obsolete	replaced_by:GO:0045275	releases/2026-07-26	obsolete
GO:0005751	GO:0005751	obsolete mitochondrial respiratory chain complex IV	cellular_component	obsolete	replaced_by:GO:0045277	releases/2026-07-26	obsolete
GO:0005753	GO:0005753	obsolete mitochondrial proton-transporting ATP synthase complex	cellular_component	obsolete	replaced_by:GO:0045259	releases/2026-07-26	obsolete
GO:0005844	GO:0005844	obsolete polysome	cellular_component	obsolete	consider:GO:0005840	releases/2026-07-26	obsolete
GO:0005913	GO:0005912	adherens junction	cellular_component	current		releases/2026-07-26	alternate_id
GO:0005924	GO:0005924	obsolete cell-substrate adherens junction	cellular_component	obsolete		releases/2026-07-26	obsolete
GO:0005947	GO:0005947	obsolete mitochondrial alpha-ketoglutarate dehydrogenase complex	cellular_component	obsolete	replaced_by:GO:0045252	releases/2026-07-26	obsolete
GO:0006034	GO:0006034	obsolete cuticle chitin metabolic process	biological_process	obsolete	replaced_by:GO:0006030	releases/2026-07-26	obsolete
GO:0006035	GO:0006035	obsolete cuticle chitin biosynthetic process	biological_process	obsolete	replaced_by:GO:0006031	releases/2026-07-26	obsolete
GO:0006037	GO:0006037	obsolete cell wall chitin metabolic process	biological_process	obsolete	replaced_by:GO:0006030	releases/2026-07-26	obsolete
GO:0006082	GO:0006082	obsolete organic acid metabolic process	biological_process	obsolete	replaced_by:GO:0008152	releases/2026-07-26	obsolete
GO:0006266	GO:0006266	obsolete DNA ligation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0006268	GO:0006268	obsolete DNA unwinding involved in DNA replication	biological_process	obsolete	replaced_by:GO:0006260	releases/2026-07-26	obsolete
GO:0006296	GO:0006296	obsolete nucleotide-excision repair, DNA incision, 5'-to lesion	biological_process	obsolete	replaced_by:GO:0006289	releases/2026-07-26	obsolete
GO:0006305	GO:0006305	obsolete DNA alkylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0006306	GO:0006306	obsolete DNA methylation	biological_process	obsolete	consider:GO:0009008;GO:0009307;GO:0031507	releases/2026-07-26	obsolete
GO:0006323	GO:0051276	chromosome organization	biological_process	current		releases/2026-07-26	alternate_id
GO:0006333	GO:0006325	chromatin organization	biological_process	current		releases/2026-07-26	alternate_id
GO:0006336	GO:0006325	chromatin organization	biological_process	current		releases/2026-07-26	alternate_id
GO:0006342	GO:0031507	heterochromatin formation	biological_process	current		releases/2026-07-26	alternate_id
GO:0006378	GO:0006378	obsolete mRNA polyadenylation	biological_process	obsolete	consider:GO:0006397;GO:0097222;GO:0180010	releases/2026-07-26	obsolete
GO:0006379	GO:0006379	obsolete mRNA cleavage	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0006464	GO:0036211	protein modification process	biological_process	current		releases/2026-07-26	alternate_id
GO:0006471	GO:0006471	obsolete protein ADP-ribosylation	biological_process	obsolete	consider:GO:1990404	releases/2026-07-26	obsolete
GO:0006558	GO:0006558	obsolete L-phenylalanine metabolic process	biological_process	obsolete	consider:GO:0006559;GO:0009094	releases/2026-07-26	obsolete
GO:0006570	GO:0006570	obsolete tyrosine metabolic process	biological_process	obsolete	consider:GO:0006571;GO:0006572	releases/2026-07-26	obsolete
GO:0006725	GO:0006725	obsolete cellular aromatic compound metabolic process	biological_process	obsolete	replaced_by:GO:0008152	releases/2026-07-26	obsolete
GO:0006732	GO:0006732	obsolete coenzyme metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0006733	GO:0006733	obsolete oxidoreduction coenzyme metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0006767	GO:0006767	obsolete water-soluble vitamin metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0006807	GO:0006807	obsolete nitrogen compound metabolic process	biological_process	obsolete	replaced_by:GO:0008152	releases/2026-07-26	obsolete
GO:0006875	GO:0006875	obsolete intracellular metal ion homeostasis	biological_process	obsolete	replaced_by:GO:0030003	releases/2026-07-26	obsolete
GO:0006928	GO:0006928	obsolete movement of cell or subcellular component	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0006949	GO:0006949	obsolete syncytium formation	biological_process	obsolete	consider:GO:0000768	releases/2026-07-26	obsolete
GO:0006977	GO:0006977	obsolete DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	biological_process	obsolete	replaced_by:GO:0030330	releases/2026-07-26	obsolete
GO:0007016	GO:0007016	obsolete cytoskeletal anchoring at plasma membrane	biological_process	obsolete	consider:GO:0007010;GO:0106006	releases/2026-07-26	obsolete
GO:0007050	GO:0051726	regulation of cell cycle	biological_process	current		releases/2026-07-26	alternate_id
GO:0007257	GO:0007257	obsolete activation of JUN kinase activity	biological_process	obsolete	consider:GO:0007254;GO:0043539	releases/2026-07-26	obsolete
GO:0007303	GO:0007303	obsolete cytoplasmic transport, nurse cell to oocyte	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0007568	GO:0007568	obsolete aging	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0007569	GO:0007569	obsolete cell aging	biological_process	obsolete	consider:GO:0090398	releases/2026-07-26	obsolete
GO:0007571	GO:0007571	obsolete age-dependent general metabolic decline	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0008022	GO:0008022	obsolete protein C-terminus binding	molecular_function	obsolete	replaced_by:GO:0005515	releases/2026-07-26	obsolete
GO:0008026	GO:0004386	helicase activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0008139	GO:0008139	obsolete nuclear localization sequence binding	molecular_function	obsolete	replaced_by:GO:0140142	releases/2026-07-26	obsolete
GO:0008144	GO:0008144	obsolete drug binding	molecular_function	obsolete		releases/2026-07-26	obsolete
GO:0008536	GO:0031267	small GTPase binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0008565	GO:0008565	obsolete protein transporter activity	molecular_function	obsolete		releases/2026-07-26	obsolete
GO:0009064	GO:0009064	obsolete glutamine family amino acid metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0009108	GO:0009108	obsolete coenzyme biosynthetic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0009161	GO:0009161	obsolete ribonucleoside monophosphate metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0009199	GO:0009199	obsolete ribonucleoside triphosphate metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0009991	GO:0009991	obsolete response to extracellular stimulus	biological_process	obsolete	consider:GO:0051716	releases/2026-07-26	obsolete
GO:0010033	GO:0010033	obsolete response to organic substance	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0010035	GO:0010035	obsolete response to inorganic substance	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0010243	GO:0010243	obsolete response to organonitrogen compound	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0010259	GO:0010259	obsolete multicellular organism aging	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0010390	GO:0010390	obsolete histone monoubiquitination	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0010528	GO:0010528	obsolete regulation of transposition	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0010529	GO:0010529	obsolete negative regulation of transposition	biological_process	obsolete	consider:GO:0010526	releases/2026-07-26	obsolete
GO:0010769	GO:0010769	obsolete regulation of cell morphogenesis involved in differentiation	biological_process	obsolete	replaced_by:GO:0022604	releases/2026-07-26	obsolete
GO:0010941	GO:0010941	obsolete regulation of cell death	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0010942	GO:0010942	obsolete positive regulation of cell death	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0010990	GO:0010990	obsolete regulation of SMAD protein complex assembly	biological_process	obsolete	consider:GO:0060390	releases/2026-07-26	obsolete
GO:0010991	GO:0010991	obsolete negative regulation of SMAD protein complex assembly	biological_process	obsolete	consider:GO:0060392	releases/2026-07-26	obsolete
GO:0014065	GO:0014065	obsolete phosphatidylinositol 3-kinase signaling	biological_process	obsolete	replaced_by:GO:0043491	releases/2026-07-26	obsolete
GO:0014070	GO:0014070	obsolete response to organic cyclic compound	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0014877	GO:0014877	obsolete response to muscle inactivity involved in regulation of muscle adaptation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0015002	GO:0015002	obsolete heme-copper terminal oxidase activity	molecular_function	obsolete		releases/2026-07-26	obsolete
GO:0015037	GO:0015035	protein-disulfide reductase activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0015077	GO:0022890	obsolete inorganic cation transmembrane transporter activity	molecular_function	obsolete	replaced_by:GO:0022857	releases/2026-07-26	alternate_id
GO:0015103	GO:0015103	obsolete inorganic anion transmembrane transporter activity	molecular_function	obsolete	replaced_by:GO:0022857	releases/2026-07-26	obsolete
GO:0015238	GO:0042910	xenobiotic transmembrane transporter activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0015318	GO:0015318	obsolete inorganic molecular entity transmembrane transporter activity	molecular_function	obsolete	replaced_by:GO:0022857	releases/2026-07-26	obsolete
GO:0015405	GO:0042626	ATPase-coupled transmembrane transporter activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0015672	GO:0098662	obsolete inorganic cation transmembrane transport	biological_process	obsolete	replaced_by:GO:0055085	releases/2026-07-26	alternate_id
GO:0015711	GO:0015711	obsolete organic anion transport	biological_process	obsolete	replaced_by:GO:0055085	releases/2026-07-26	obsolete
GO:0015893	GO:0042908	xenobiotic transport	biological_process	current		releases/2026-07-26	alternate_id
GO:0016021	GO:0016020	membrane	cellular_component	current		releases/2026-07-26	alternate_id
GO:0016053	GO:0016053	obsolete organic acid biosynthetic process	biological_process	obsolete	replaced_by:GO:0008152	releases/2026-07-26	obsolete
GO:0016054	GO:0016054	obsolete organic acid catabolic process	biological_process	obsolete	replaced_by:GO:0008152	releases/2026-07-26	obsolete
GO:0016246	GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	biological_process	current		releases/2026-07-26	alternate_id
GO:0016307	GO:0016307	obsolete phosphatidylinositol phosphate kinase activity	molecular_function	obsolete	replaced_by:GO:0052742	releases/2026-07-26	obsolete
GO:0016458	GO:0016458	obsolete gene silencing	biological_process	obsolete	consider:GO:0010629;GO:0031507	releases/2026-07-26	obsolete
GO:0016569	GO:0016569	obsolete covalent chromatin modification	biological_process	obsolete		releases/2026-07-26	obsolete
