feature_id	perturbation_id	effect_estimate
SU_607	P1	1.511503917201483
SU_608	P1	1.4422513680927078
SU_609	P1	1.6420959666753234
SU_610	P1	1.5032529407917181
SU_611	P1	1.4312558988342259
SU_612	P1	1.5343293217045406
SU_613	P1	1.2905388557262343
SU_614	P1	1.6386441303194876
SU_615	P1	1.5099324061580626
SU_616	P1	1.6204336263329349
SU_617	P1	1.4909212108114736
SU_618	P1	1.513399292871335
SU_619	P1	1.5601967064714526
SU_620	P1	1.3667159093993622
SU_621	P1	1.7173754138150674
SU_622	P1	1.5308265707789157
SU_623	P1	1.4915820048503396
SU_624	P1	1.4040210816985292
SU_625	P1	1.607667149813619
SU_626	P1	1.490324956334178
SU_627	P1	1.519864439386059
SU_628	P1	1.5052072626831134
SU_629	P1	1.542247895223129
SU_630	P1	1.6378917382241502
SU_631	P1	1.3435915270611156
SU_632	P1	1.46795659796919
SU_633	P1	1.7666920615305024
SU_634	P1	1.7191411292741858
SU_635	P1	1.4453173766132983
SU_636	P1	1.4080259367939025
SU_637	P1	1.5743860170660906
SU_638	P1	1.536845787948741
SU_639	P1	1.4808142785251721
SU_640	P1	1.3124340872828708
SU_641	P1	1.74515264418123
SU_642	P1	1.6463153646545918
SU_643	P1	1.6626116906427195
SU_644	P1	1.4460919092810691
SU_645	P1	1.3476720490405345
SU_646	P1	1.7003282209809203
SU_647	P1	1.4766656585913598
SU_648	P1	1.6389912747267164
SU_649	P1	1.6333868532403157
SU_650	P1	1.5217675487357014
SU_651	P1	1.37720300608355
SU_652	P1	1.3144765708193569
SU_653	P1	1.847583846867391
SU_654	P1	1.507608646235079
SU_655	P1	1.5436253264612425
SU_656	P1	1.2283065390222392
SU_657	P1	1.328227847072809
SU_658	P1	1.6921309233226627
SU_659	P1	1.2960794968465712
SU_660	P1	1.7827456105458745
SU_661	P1	1.2947097659460676
SU_662	P1	1.5815910617343005
SU_663	P1	1.3142954747403894
SU_664	P1	1.7815698513855105
SU_665	P1	1.2831284892109398
SU_666	P1	1.476994890354935
SU_667	P1	1.3581467069596893
SU_668	P1	1.546860749120578
SU_669	P1	1.5412086562527647
SU_670	P1	1.4526836525390459
SU_671	P1	1.4423448603018734
SU_672	P1	1.2856596401798626
SU_673	P1	1.6445126533854617
SU_674	P1	1.5920672432016258
SU_675	P1	1.4447168350174744
SU_676	P1	1.2289433010654385
SU_677	P1	1.703315766497489
SU_678	P1	1.566852024917216
SU_679	P1	1.5247192187205474
SU_680	P1	1.5044966648817069
SU_681	P1	1.3985830629448184
SU_682	P1	1.6704074477234385
SU_683	P1	1.8253998191218839
SU_684	P1	1.3366471065403256
SU_685	P1	1.3345910853792935
SU_686	P1	1.6953954260412307
SU_687	P1	1.0832511734527994
SU_688	P1	1.5511967340938448
SU_689	P1	1.4664675320874059
SU_690	P1	1.470184260722146
SU_691	P1	1.744995401964016
SU_692	P1	1.2195567730299133
SU_693	P1	1.462486672975137
SU_694	P1	1.2943860999265635
SU_695	P1	1.7176892765413818
SU_696	P1	1.179313533766013
SU_697	P1	1.4134108428737506
SU_698	P1	1.5354674177333143
SU_699	P1	1.6649784845052313
SU_700	P1	1.5841924070475981
SU_701	P1	1.8455440508126588
SU_702	P1	1.8031343845334105
SU_703	P1	1.4913182221890264
SU_704	P1	1.5663140063346672
SU_705	P1	1.3045003289823127
SU_706	P1	1.4947169357619186
SU_707	P1	1.63863814741928
SU_708	P1	1.4458757500432196
SU_709	P1	1.570075902122464
SU_710	P1	1.4698144709115872
SU_711	P1	1.4991978985227286
SU_712	P1	1.4200495069462584
SU_713	P1	1.422687728816218
SU_714	P1	1.4872633636093386
SU_715	P1	1.565390001006174
SU_716	P1	1.6496931365966783
SU_717	P1	1.325521610900595
SU_718	P1	1.7521340756602595
SU_719	P1	1.6825680769563445
SU_720	P1	1.4958841759724297
SU_721	P1	1.4562681593554059
SU_722	P1	1.6458941731910361
SU_723	P1	1.4640439906042109
SU_724	P1	1.3647423486478416
SU_725	P1	1.405323851231607
SU_726	P1	1.2561037372148545
SU_727	P1	1.1775756082611424
SU_728	P1	1.8168941885249896
SU_729	P1	1.5403620649880252
SU_730	P1	1.4220791766585819
SU_731	P1	1.4976398333836527
SU_732	P1	1.4773120621320153
SU_733	P1	1.5132347030720525
SU_734	P1	1.616835376787957
SU_735	P1	1.5580080206379108
SU_736	P1	1.5521930200528855
SU_737	P1	1.2150642930835645
SU_738	P1	1.491347637601811
SU_739	P1	1.4293042520308303
SU_740	P1	1.5952096947248147
SU_741	P1	1.3558884460963327
SU_742	P1	1.3792763084057065
SU_743	P1	1.4256079856750348
SU_744	P1	1.4372284524106969
SU_745	P1	1.4017523324598367
SU_746	P1	1.7093229735412772
SU_747	P1	1.9640544942487166
SU_748	P1	1.7851238446855078
SU_749	P1	1.4407021510982876
SU_750	P1	1.411994644120518
SU_751	P1	1.5692648079371945
SU_752	P1	1.5145814007998888
SU_753	P1	1.6014038346240431
SU_754	P1	1.3876844188182824
SU_755	P1	1.6538328828621431
SU_756	P1	1.395510692186746
SU_757	P1	1.3084296846700432
SU_758	P1	1.4861364407346633
SU_759	P1	1.7771195418292767
SU_760	P1	1.360555581656985
SU_761	P1	1.3453799765069627
SU_762	P1	1.302072846787612
SU_763	P1	1.4873691447348973
SU_764	P1	1.61608533104962
SU_765	P1	1.4760078939830727
SU_766	P1	1.629496131340003
SU_767	P1	1.645405631675747
SU_768	P1	1.5921193560228084
SU_769	P1	1.8745377760210862
SU_770	P1	1.6732897322831142
SU_771	P1	1.7812307425168141
SU_772	P1	1.4643663814973082
SU_773	P1	1.4320830692597102
SU_774	P1	1.3924872732227516
SU_775	P1	1.5733401401575617
SU_776	P1	1.62513023761208
SU_777	P1	1.6388797223189453
SU_778	P1	1.6414732728202701
SU_779	P1	1.415988831728954
SU_780	P1	1.603154892643449
SU_781	P1	1.532973813050348
SU_782	P1	1.3492143916087647
SU_783	P1	1.5559651745382697
SU_784	P1	1.5704087353694987
SU_785	P1	1.5096939116395656
SU_786	P1	1.650722316230537
SU_787	P1	1.4439255870131402
SU_788	P1	1.640416275612079
SU_789	P1	1.62674828834161
SU_790	P1	1.6638987238885843
SU_791	P1	1.5943866897507242
SU_792	P1	1.6555851867418778
SU_793	P1	1.6305925603835765
SU_794	P1	1.40588874223783
SU_795	P1	1.5653593481723738
SU_796	P1	1.535911041186405
SU_797	P1	1.311581942976432
SU_798	P1	1.5335354825216263
SU_799	P1	1.5756884803457907
SU_800	P1	1.817552191474776
SU_801	P1	1.3773761828110094
SU_802	P1	1.462610119247355
SU_803	P1	1.5694497971802062
SU_804	P1	1.6000989577583946
SU_805	P1	1.5732254827975285
SU_806	P1	1.6614731151641096
SU_807	P1	1.6723943680180664
SU_808	P1	1.2566815084681395
SU_809	P1	1.6689424391999144
SU_810	P1	1.588564129312108
SU_811	P1	1.3889122546395163
SU_812	P1	1.5378680876760438
SU_813	P1	1.4494503391633955
SU_814	P1	1.6422059403827562
SU_815	P1	1.4009474429933564
SU_816	P1	1.6024580649825666
SU_817	P1	1.5117587352304924
SU_818	P1	1.5800052135983376
SU_819	P1	1.6313379948975584
SU_820	P1	1.5207765975280767
SU_821	P1	1.6410281951806436
SU_822	P1	1.4004484388536798
SU_823	P1	1.3736381651035956
SU_824	P1	1.8546543084955796
SU_825	P1	1.495070535812863
SU_826	P1	1.5975644805080669
SU_827	P1	1.3952428706717275
SU_828	P1	1.4343749082083646
SU_829	P1	1.3921368874425972
SU_830	P1	1.4587516223737214
SU_831	P1	1.6345376657069643
