feature_id	perturbation_id	effect_estimate	signal_state	signal_numeric
IN_100	P77	1.654289410587528	up	1
IN_100	P78	0.2258863298135163	const	0
IN_100	P79	-1.6426332031492037	down	-1
IN_100	P8	1.2447300605031442	up	1
IN_100	P80	-0.07193333215407538	const	0
IN_100	P81	0.36479535572541266	const	0
IN_100	P82	-0.09144007710194274	const	0
IN_100	P83	0.08457723175654233	const	0
IN_100	P84	1.3991121719969657	up	1
IN_100	P85	0.12240161668200134	const	0
IN_100	P86	1.4496739996623127	up	1
IN_100	P87	-0.1061357831341308	const	0
IN_100	P88	-1.4074304165457014	down	-1
IN_100	P89	-1.682501843407871	down	-1
IN_100	P9	-1.5063813067391807	down	-1
IN_100	P90	1.8256462902667097	up	1
IN_100	P91	1.6097762065615555	up	1
IN_100	P92	-1.244382011137034	down	-1
IN_100	P93	1.520641188018227	up	1
IN_100	P94	-1.6415769590414162	down	-1
IN_100	P95	-0.08375240905730764	const	0
IN_100	P96	1.5725953644673798	up	1
IN_100	P97	-1.4492281992416656	down	-1
IN_100	P98	-1.375404859320479	down	-1
IN_100	P99	1.5863850200180103	up	1
IN_1000	P1	-1.8733513131661623	down	-1
IN_1000	P10	-1.2412275528921166	down	-1
IN_1000	P100	-0.2662861687053156	const	0
IN_1000	P11	1.251854919285899	up	1
IN_1000	P12	-0.06229180886423637	const	0
IN_1000	P13	-1.5269359421203492	down	-1
IN_1000	P14	-1.4664018535530363	down	-1
IN_1000	P15	0.12916864339238648	const	0
IN_1000	P16	1.1539376234513834	up	1
IN_1000	P17	-0.2901518140662101	const	0
IN_1000	P18	-1.4240974755063756	down	-1
IN_1000	P19	1.615077710950533	up	1
IN_1000	P2	1.4000227208019458	up	1
IN_1000	P20	-1.5594454065301258	down	-1
IN_1000	P21	-1.5878439186489135	down	-1
IN_1000	P22	-1.7143080125471388	down	-1
IN_1000	P23	0.10375480016113724	const	0
IN_1000	P24	-1.4972782184156892	down	-1
IN_1000	P25	-1.548302505216247	down	-1
IN_1000	P26	0.02441717565310488	const	0
IN_1000	P27	0.30175734830838313	const	0
IN_1000	P28	1.5065692504249064	up	1
IN_1000	P29	1.676898392201022	up	1
IN_1000	P3	1.421807221402085	up	1
IN_1000	P30	-1.4775460111605274	down	-1
IN_1000	P31	-0.2220004837673197	const	0
IN_1000	P32	-1.3880978962511776	down	-1
IN_1000	P33	1.550396755679062	up	1
IN_1000	P34	-0.12134891108860656	const	0
IN_1000	P35	0.03037049369327274	const	0
IN_1000	P36	1.676021447533601	up	1
IN_1000	P37	-1.3389617936292768	down	-1
IN_1000	P38	0.29513362432761225	const	0
IN_1000	P39	-0.04887557739180367	const	0
IN_1000	P4	0.12699394134046585	const	0
IN_1000	P40	1.3401948888796262	up	1
IN_1000	P41	0.3192712294845328	const	0
IN_1000	P42	-1.4991882899333784	down	-1
IN_1000	P43	-0.10028636071273828	const	0
IN_1000	P44	-1.3771728342761351	down	-1
IN_1000	P45	1.4702964157756944	up	1
IN_1000	P46	-1.4671289848178903	down	-1
IN_1000	P47	-0.11154523046355108	const	0
IN_1000	P48	-1.6921787017967416	down	-1
IN_1000	P49	1.5071350574581952	up	1
IN_1000	P5	1.513055035274382	up	1
IN_1000	P50	0.3201875778671936	const	0
IN_1000	P51	-1.5988929807234011	down	-1
IN_1000	P52	-1.778538600674903	down	-1
IN_1000	P53	-1.0442939698497538	down	-1
IN_1000	P54	-1.428312560715555	down	-1
IN_1000	P55	-0.2138340833449465	const	0
IN_1000	P56	-0.5108241990079572	down	-1
IN_1000	P57	1.7744595358299002	up	1
IN_1000	P58	-0.02345688246947559	const	0
IN_1000	P59	-1.5692964896363473	down	-1
IN_1000	P6	-1.5713395293314107	down	-1
IN_1000	P60	1.4525904133676992	up	1
IN_1000	P61	0.09566762952575662	const	0
IN_1000	P62	1.559926915420218	up	1
IN_1000	P63	1.7644396507386104	up	1
IN_1000	P64	1.343633940143205	up	1
IN_1000	P65	1.3952090079279744	up	1
IN_1000	P66	1.3786839222715683	up	1
IN_1000	P67	1.525384622760813	up	1
IN_1000	P68	-1.6496110274277094	down	-1
IN_1000	P69	1.6302134523614191	up	1
IN_1000	P7	1.719097183335577	up	1
IN_1000	P70	1.29063894393085	up	1
IN_1000	P71	-0.17208682812535214	const	0
IN_1000	P72	1.791572752283361	up	1
IN_1000	P73	-1.2532358962284635	down	-1
IN_1000	P74	-1.728090691644434	down	-1
IN_1000	P75	-0.03779624195370348	const	0
IN_1000	P76	-1.4450597285483011	down	-1
IN_1000	P77	1.5560842141951277	up	1
IN_1000	P78	1.4790099741314375	up	1
IN_1000	P79	-0.09970153934238192	const	0
IN_1000	P8	-1.8676083212533896	down	-1
IN_1000	P80	1.661185094463995	up	1
IN_1000	P81	-1.5072824428940792	down	-1
IN_1000	P82	1.4308909392265252	up	1
IN_1000	P83	-1.4696488116816873	down	-1
IN_1000	P84	-1.4649843504176612	down	-1
IN_1000	P85	-1.258294434242418	down	-1
IN_1000	P86	-1.7868674463438905	down	-1
IN_1000	P87	-1.6388060158353897	down	-1
IN_1000	P88	-0.1725608574070276	const	0
IN_1000	P89	-1.607497480324101	down	-1
IN_1000	P9	-1.452213561976648	down	-1
IN_1000	P90	1.5042399314039812	up	1
IN_1000	P91	-1.6746743825445425	down	-1
IN_1000	P92	-1.4940056328553422	down	-1
IN_1000	P93	-1.2819351298163046	down	-1
IN_1000	P94	1.768594906258561	up	1
IN_1000	P95	-1.80671429267994	down	-1
IN_1000	P96	-0.01815274217763648	const	0
IN_1000	P97	1.803683774490346	up	1
IN_1000	P98	1.472445689816969	up	1
IN_1000	P99	1.5678054632484495	up	1
IN_101	P1	1.7009472614464416	up	1
IN_101	P10	-1.4411852575891293	down	-1
IN_101	P100	-1.48162928470388	down	-1
IN_101	P11	-0.25564990419435485	const	0
IN_101	P12	1.5667818264491506	up	1
IN_101	P13	-1.4033132987989667	down	-1
IN_101	P14	-0.17042516602188676	const	0
IN_101	P15	-1.5331688584922698	down	-1
IN_101	P16	1.5828470271498558	up	1
IN_101	P17	-0.02184195921978576	const	0
IN_101	P18	0.263062959320448	const	0
IN_101	P19	0.14098050108603263	const	0
IN_101	P2	-0.07852257093351551	const	0
IN_101	P20	1.643526348075152	up	1
IN_101	P21	-1.5441563083339278	down	-1
IN_101	P22	-1.4268673696280916	down	-1
IN_101	P23	1.3609508280048623	up	1
IN_101	P24	1.653792646924146	up	1
IN_101	P25	1.732906322931105	up	1
IN_101	P26	1.551991653363697	up	1
IN_101	P27	1.6295656971655024	up	1
IN_101	P28	-1.5906068668782902	down	-1
IN_101	P29	-1.1797622936395131	down	-1
IN_101	P3	-1.3995884256271272	down	-1
IN_101	P30	1.5557051464139322	up	1
IN_101	P31	-0.08039896643261779	const	0
IN_101	P32	0.09828216890735746	const	0
IN_101	P33	-1.2270658230182123	down	-1
IN_101	P34	1.0616340221773644	up	1
IN_101	P35	0.04537682655067417	const	0
IN_101	P36	-1.8105161574035884	down	-1
IN_101	P37	0.25717765073283533	const	0
IN_101	P38	1.3495910219906793	up	1
IN_101	P39	0.01162854434379465	const	0
IN_101	P4	-1.401541411975856	down	-1
IN_101	P40	1.552179234622725	up	1
IN_101	P41	0.2828406243757763	const	0
IN_101	P42	-1.4715012411843504	down	-1
IN_101	P43	1.22924683602766	up	1
IN_101	P44	1.4654436225101677	up	1
IN_101	P45	1.3164657690782886	up	1
IN_101	P46	0.3019740196943809	const	0
IN_101	P47	1.807504719676497	up	1
IN_101	P48	-1.493871628944999	down	-1
IN_101	P49	-1.2306078398923574	down	-1
IN_101	P5	0.1595618108457134	const	0
IN_101	P50	-1.3234454028621268	down	-1
IN_101	P51	-0.19073572887698576	const	0
IN_101	P52	1.7146920843356517	up	1
IN_101	P53	0.2815839721375461	const	0
IN_101	P54	1.4116822151585315	up	1
IN_101	P55	-0.23716553340061872	const	0
IN_101	P56	-1.5738661356232644	down	-1
IN_101	P57	1.5906128969166835	up	1
IN_101	P58	1.401160759214567	up	1
IN_101	P59	1.533624808609649	up	1
IN_101	P6	1.6169155948692504	up	1
IN_101	P60	1.6678300286395764	up	1
IN_101	P61	0.08541484417243667	const	0
IN_101	P62	1.2345006988695706	up	1
IN_101	P63	-1.411209277673648	down	-1
IN_101	P64	-1.278596554422324	down	-1
IN_101	P65	-1.5142752149100078	down	-1
IN_101	P66	-0.01580394775654505	const	0
IN_101	P67	-0.12530264931839066	const	0
IN_101	P68	1.7131799870997038	up	1
IN_101	P69	-1.1930465311185725	down	-1
IN_101	P7	1.7965128461630548	up	1
IN_101	P70	-1.5918022709464623	down	-1
IN_101	P71	-0.17683002516448754	const	0
IN_101	P72	-0.08709025304505141	const	0
IN_101	P73	1.5934714763754332	up	1
IN_101	P74	-1.4436120203956673	down	-1
IN_101	P75	-1.52640532357896	down	-1
IN_101	P76	-1.7054402004265403	down	-1
IN_101	P77	1.5697064922700266	up	1
IN_101	P78	-1.3507349861844824	down	-1
IN_101	P79	-1.681951832371659	down	-1
IN_101	P8	-0.15210074110535374	const	0
IN_101	P80	-0.4535116796692458	const	0
IN_101	P81	1.4371435433130693	up	1
IN_101	P82	-1.4997326685842018	down	-1
IN_101	P83	-0.4472408147007169	const	0
IN_101	P84	-1.611513580354096	down	-1
IN_101	P85	-1.983675482748082	down	-1
IN_101	P86	0.02510079221824831	const	0
IN_101	P87	0.0645585688620091	const	0
IN_101	P88	-0.348468264785013	const	0
IN_101	P89	-1.4684365385060512	down	-1
IN_101	P9	0.03557679091725783	const	0
IN_101	P90	-1.8476541161778104	down	-1
IN_101	P91	-1.7648055093839825	down	-1
IN_101	P92	-0.2758461023385716	const	0
IN_101	P93	-1.5363662633431932	down	-1
IN_101	P94	-0.06674413826392354	const	0
IN_101	P95	0.01951642366418091	const	0
IN_101	P96	-0.2752473788036202	const	0
IN_101	P97	-1.879112557621111	down	-1
IN_101	P98	1.8139620206410536	up	1
IN_101	P99	1.6067915091916012	up	1
IN_102	P1	1.3181234633432857	up	1
IN_102	P10	-1.3921387559543457	down	-1
IN_102	P100	-1.0976217070941785	down	-1
IN_102	P11	-1.4179169392069544	down	-1
IN_102	P12	1.5034437267804848	up	1
IN_102	P13	-1.278707647743347	down	-1
IN_102	P14	1.426254178090496	up	1
IN_102	P15	1.359865798336115	up	1
IN_102	P16	-1.5102426630433152	down	-1
IN_102	P17	1.381476176751712	up	1
IN_102	P18	-0.06125553355292426	const	0
IN_102	P19	1.6504276177165131	up	1
IN_102	P2	-0.1778943054995734	const	0
IN_102	P20	-1.4929020606334986	down	-1
IN_102	P21	1.375172693409518	up	1
IN_102	P22	-1.3457938968579923	down	-1
IN_102	P23	0.1386228251720851	const	0
IN_102	P24	1.6495588965713626	up	1
IN_102	P25	0.0625784703827493	const	0
IN_102	P26	1.6918998805609644	up	1
IN_102	P27	-1.8894235034393188	down	-1
IN_102	P28	2.1125600612132507	up	1
IN_102	P29	-0.3165634784396338	const	0
IN_102	P3	-1.1753736094624294	down	-1
IN_102	P30	0.12154340654203746	const	0
IN_102	P31	-1.1781858732780948	down	-1
IN_102	P32	-1.05244373326533	down	-1
IN_102	P33	-0.03063071043361639	const	0
IN_102	P34	-1.578018585490183	down	-1
IN_102	P35	-1.3489314298726318	down	-1
IN_102	P36	-1.3879758646822855	down	-1
IN_102	P37	-1.6165461688837055	down	-1
IN_102	P38	-1.2993389574665433	down	-1
IN_102	P39	0.24484208020969445	const	0
IN_102	P4	-1.4292575455679584	down	-1
IN_102	P40	-1.5178579887997876	down	-1
IN_102	P41	1.471745691725774	up	1
IN_102	P42	-1.5633810300647937	down	-1
IN_102	P43	-1.444358389976375	down	-1
IN_102	P44	-1.6069848136267255	down	-1
IN_102	P45	-1.7832525283591156	down	-1
IN_102	P46	-1.3571805664152417	down	-1
IN_102	P47	-1.42275946190086	down	-1
IN_102	P48	1.3265496196246445	up	1
IN_102	P49	-1.4485677950164932	down	-1
IN_102	P5	1.4784600276359454	up	1
IN_102	P50	-1.304999889271217	down	-1
IN_102	P51	1.7211913649439274	up	1
IN_102	P52	0.16121181895617834	const	0
IN_102	P53	0.03042351866895714	const	0
IN_102	P54	-1.5126290762094214	down	-1
IN_102	P55	-0.45598612941081645	const	0
IN_102	P56	1.577274639297546	up	1
IN_102	P57	1.533127203033088	up	1
IN_102	P58	0.01137600751572517	const	0
IN_102	P59	-1.581021977823352	down	-1
IN_102	P6	-1.4193571463422097	down	-1
IN_102	P60	-1.299590217621725	down	-1
IN_102	P61	-1.5248539560783327	down	-1
IN_102	P62	-0.1973019117198269	const	0
IN_102	P63	-1.2793614713978676	down	-1
IN_102	P64	-1.8066058259321485	down	-1
IN_102	P65	1.5756364461769368	up	1
IN_102	P66	0.13623889347979615	const	0
IN_102	P67	-1.580477217238759	down	-1
IN_102	P68	1.5260745282887924	up	1
IN_102	P69	0.17870393432098797	const	0
IN_102	P7	-1.615550421728651	down	-1
IN_102	P70	-1.481773607553744	down	-1
IN_102	P71	-0.02625762276852229	const	0
IN_102	P72	1.4682068971235736	up	1
IN_102	P73	-1.471988473909872	down	-1
IN_102	P74	-1.566879018529449	down	-1
IN_102	P75	1.4035661472143337	up	1
IN_102	P76	0.12858596660919014	const	0
IN_102	P77	1.2181568702362109	up	1
IN_102	P78	-1.4084189055276048	down	-1
IN_102	P79	0.0912586283164194	const	0
IN_102	P8	1.614034400939113	up	1
IN_102	P80	0.17760885386418276	const	0
IN_102	P81	-1.4129181464413474	down	-1
IN_102	P82	1.4953143454343687	up	1
IN_102	P83	1.3911112870683364	up	1
IN_102	P84	1.495098535883055	up	1
IN_102	P85	-0.12872317418324702	const	0
IN_102	P86	1.614067760710855	up	1
IN_102	P87	1.5303570201776242	up	1
IN_102	P88	0.38495810983638373	const	0
IN_102	P89	1.6499708631709915	up	1
IN_102	P9	-0.01392403316223745	const	0
IN_102	P90	-1.495037349220636	down	-1
IN_102	P91	-0.0941020800825071	const	0
IN_102	P92	-1.7341922357226172	down	-1
IN_102	P93	-1.5291234196670829	down	-1
IN_102	P94	-1.2977348625932172	down	-1
IN_102	P95	1.6142769831106991	up	1
IN_102	P96	-0.15054607760691818	const	0
IN_102	P97	0.10109605603734168	const	0
IN_102	P98	0.25273471088667926	const	0
IN_102	P99	1.6311363797424865	up	1
IN_103	P1	-1.3075083466869926	down	-1
IN_103	P10	1.5222927032385745	up	1
IN_103	P100	1.3162172608790337	up	1
IN_103	P11	1.461776211799123	up	1
IN_103	P12	-1.5366884322736158	down	-1
IN_103	P13	1.413509686253401	up	1
IN_103	P14	-0.3915965799812848	const	0
IN_103	P15	-1.774657838612948	down	-1
IN_103	P16	-1.589338484481598	down	-1
IN_103	P17	-0.13122101054499818	const	0
IN_103	P18	-1.9024793207271733	down	-1
IN_103	P19	-0.20478159855489797	const	0
IN_103	P2	-1.5478718447978193	down	-1
IN_103	P20	-1.4898826539785788	down	-1
IN_103	P21	0.0780218340142455	const	0
IN_103	P22	-0.3677936358020704	const	0
IN_103	P23	-0.1596822207529519	const	0
IN_103	P24	0.01896255646045402	const	0
IN_103	P25	1.747250925907461	up	1
IN_103	P26	1.6650255240359295	up	1
IN_103	P27	1.7640274742262512	up	1
IN_103	P28	-0.9605981176303368	down	-1
IN_103	P29	1.684503599435595	up	1
IN_103	P3	0.0097062382563081109	const	0
IN_103	P30	-1.169881176649791	down	-1
IN_103	P31	0.2104733598983434	const	0
IN_103	P32	1.2366770309613622	up	1
IN_103	P33	-1.3402803666920962	down	-1
IN_103	P34	0.01611991277251996	const	0
IN_103	P35	-1.5382398446914567	down	-1
IN_103	P36	-1.3652972445496927	down	-1
IN_103	P37	0.2804888584270969	const	0
IN_103	P38	1.1516770002652843	up	1
IN_103	P39	-0.1546057751719981	const	0
IN_103	P4	0.15957004399194616	const	0
IN_103	P40	-1.524557395134003	down	-1
IN_103	P41	0.0559981779068246	const	0
IN_103	P42	1.77591209737318	up	1
